112,Tuanmer alli bibliotheka uflista wo vor 1400 gründet worda sind.,Graubünden
80,Uf welli länder erstreckt sich ds himalaya gebirge?,Graubünden
358,I wellere britische Stad het de MI6 siis Hauptquartier?,Zentralschweiz
359,Wer het Family Guy erfunde?,Zentralschweiz
360,I wellere Stadt endet d Rout 66?,Zentralschweiz
362,Wenn het sich d Ming Dynastie ufglööst?,Zentralschweiz
368,Het de Sterbeort von Abraham Lincoln en Internetsiite?,Zentralschweiz
370,Isch d Michelle Obama d Ehefrau vom Brack Obama?,Zentralschweiz
372,Welli Büecher vom Kerouac sind vo Viking Press veröffentlicht worde?,Zentralschweiz
379,Wie vill Sprache werdet in Kolumbie gsproche?,Zentralschweiz
380,Wie heisst d Währig vo Tschechie?,Zentralschweiz
381,Wo in Frankriich wird Champagner hergstellt?,Zentralschweiz
214,Wo hät ds britischa Parlament sind Sitz?,Graubünden
523,Welli Tiararta sind stark gföhrdet?,Graubünden
513,Wia heissen d Ninja Turtles?,Graubünden
205,Zu wellem Bundesstaat ghört d Penn State Universität?,Graubünden
424,Wär isch dr Bürgermeischter vu Berlin?,Graubünden
39,"List miar alli Schwimmer uf, wo in Moskau gebora worda sind.",Graubünden
525,Wia gross isch dr Durchmesser vur Erda?,Graubünden
315,Welli TV-Seria hätt dr Walt Disney entwicklet?,Graubünden
269,Isch dr Barack Obama Demokrat?,Graubünden
58,"Gib miar a Lista mit allna Insla, wo zu Japan ghörend.",Graubünden
31,Was sind luut IGN dia 10 besta Aktion-Rollaspiel für da PC?,Graubünden
196,Wo isch dr Goethe gebora?,Graubünden
354,Het Ford a Fabrik in Malaysia plant?,Graubünden
9,Was isch d Amtssproch in Philippina?,Graubünden
503,Welli Sprocha werden in Pakistan gredet?,Graubünden
156,Wia viel Agstellti het d IBM,Graubünden
22,Welli Ruumflüg startend fu Baikonur us?,Graubünden
9,Was ischd Amtsproch vo da Philippina?,Graubünden
40,Lischt mer alli Kosmonauta uf,Graubünden
190,Wer het Ceres entdeckt?,Graubünden
473,"Lischt mer alli Autos uf, wo in Dütschland produziart werdend.",Graubünden
537,Welles Museum stellt dr Schrei vo Munch us?,Graubünden
13,Welli andera Waffa sind vo da Designer vor Uzi entwicklet worda?,Graubünden
552,Wia viel Unternehma het dr Gründer vo Facebook gründet?,Graubünden
457,Vo wellem Bundesstaat isch der Sean Parnell Gouvernör?,Graubünden
274,Was isch am Donald Trump sis Hauptgschäftsfeld?,Graubünden
518,Wo isch der Abraham Lincoln gstorba?,Graubünden
504,Mit wem isch d Tochter vom Bill Clinton verhürotet,Zürich
471,Mit wem isch de Tom Hanks verhürotet?,Zürich
540,Wer sind d eltere vo de ehefrau vom Juan Carlos I?,Zürich
518,Wo isch de Abraham Lincoln gstorbe?,Zürich
103,Isch de Marc Chargall en jud gsii?,Zürich
229,list mer alli startrampe vo de nasa uuf.,Zürich
478,"list alle rahmfahrzüg uuf, wo zum mars gfloge sind",Zürich
39,"list alli schwimmer uuf, wo i moskau gebore wurde sind",Zürich
366,a was isch de Bruce Carver gstorbe?,Zürich
326,Welli stadt het am wenigste iiwohnendi?,Zürich
524,Wele politiker isch mitmne dütsche verhüratet?,Bern
526,Heisst d frou vom präsidänt obama michelle?,Bern
527,Wele US staat het d abchürzig MN?,Bern
530,Wär isch dr gouverneur vo texas?,Bern
532,Wie het die berüehmti schlacht im 1836 z san antonia gheisse?,Bern
135,Welli Lieder hät Brucse Springsteen zwüsched 1980 und 1990 veröffentlicht?,Zürich
137,Wänn isch Lettland de EU bitrettet?,Zürich
146,I wellne Länder chan mer mit westafrikanische CFA Franc zahle?,Zürich
149,Welli Organisationen sind 1930 gründet worde?,Zürich
150,Wie isch de Geburtsname vode Angela Merkel?,Zürich
152,Welli Waffe hät Heckler & Koch entwicklet?,Zürich
157,List alli Episode vode erste Staffle vode HBO-Fernsehserie The Sopranos uf.,Zürich
167,Wie viel Programmiersprache gits?,Zürich
168,"Welli Schachspieler sind am gliche Ort gstorbe, wo sie gebore sind?",Zürich
169,Wem ghört Facebook?,Zürich
375,Wer isch de Bürgermeischter vu Tel Aviv?,Graubünden
166,Welli Raketa sind vu Baikonur us gstartet?,Graubünden
166,Welli Raketa sind vu Baikonur us gstartet?,Graubünden
76,Wo isch de JFK ermordert worda?,Graubünden
418,Welles Vielflügerprogramm het dia meischta Fluglinia?,Graubünden
521,"Wenn isch d Brauerei, wo d Pilner Urquell braut, gründet worda?",Graubünden
249,Wenn isch de John Adams gebora?,Graubünden
337,Isch Proinsulin a Protein?,Graubünden
208,Wia gross isch d Flächi vu da vereinigta Königrich?,Graubünden
231,Was ist de Geburtsnama vur Adele?,Graubünden
547,Welles Instrument spielt de Car Stevens?,Graubünden
459,Wenn isch de Carlo Guliani erschosse worde?,Zürich
463,Isch d Pamela Anderson Veganerin?,Zürich
487,Welli Büecher het d Danielle Steel gschribe?,Zürich
488,Wer isch vom Socrates beiflusst worde?,Zürich
491,Welli professionelle Surfer sind in de Philippine gebore worde?,Zürich
492,Wer sind d Eltere vo de Queen Victoria gsi?,Zürich
493,Gits irgendwelchi Schlösser i de Vereinigte Staate?,Zürich
496,Welli Länder sind durch de Rhii verbunde?,Zürich
533,"Zeig mir die offizielle Internetsiite vo de Schauspiiler, wo bi Charmed mitgspillt hend.",Zürich
536,"Liste alli friesische Insle uf, die zu de Niderlande ghöred.",Zürich
212,In wele Film het de Francis d Regie gmacht?,Ostschweiz
181,"Bitte tuen mir alli Film vom Steven Spielberg ufliste, wo meh als 80 Millione Dollar generiert hend.",Ostschweiz
300,Wär isch de grössti Basketballspieler?,Ostschweiz
300,Wär isch de grössti Basketballspiler?,Ostschweiz
346,Wär tue d BBC Wildlife Specials präsentiere?,Ostschweiz
19,Wär isch uf de Apollo 14 gsi?,Ostschweiz
117,Weli Politiker sind Methodiker?,Ostschweiz
241,Wie oft isch d Jana Fonda verhüürotet gsi?,Ostschweiz
75,Wie viel Musee gits in Paris?,Ostschweiz
125,Wa cha de Cat Stevens für Instrument spiele?,Ostschweiz
387,Wia heissen dia 5 Bezirk vo New York,Graubünden
450,Wiaviel Wüssaschaftler hend ar Ivy League Uni graduiert?,Graubünden
557,wia heissen dia drei Schiff vum Kolumbus?,Graubünden
392,Wia heisst dr Präsident vo Eritrea?,Graubünden
312,Isch dNatalie Portman in dr USA gebora worda?,Graubünden
484,Wer hets Englischa Wikipedia entwicklat?,Graubünden
375,Wer isch dr Bürgermeister vo Tel Aviv?,Graubünden
279,Wer isch dr Bürgermeister vur grössta Stadt im Französischa-Polynesia?,Graubünden
7,Welli Flughäfa werden durch Air China ahgfloga?,Graubünden
442,Wer het am Harry Potter gschriba?,Graubünden
105,In wia viala Film het Leonardo DiCaprio mitgspielt?,Graubünden
210,Isch Sigmund Freud verhürotet gsi?,Graubünden
383,In wellna Film mit Mickey Rourke het Guy Ritchie d Regi gfüahrt?,Graubünden
162,Welli griachischa Partaia sind proeuropäisch igstellt?,Graubünden
140,Wenn sind d Darsteller vur Fernsehserie Charmed gebora?,Graubünden
419,Welli europäischa Länder hen a parlamentarischi Monarchie?,Graubünden
249,Wenn isch John Adams gebora worda?,Graubünden
321,Wie vill Staate het  Mexiko?,Zentralschweiz
397,List alli schwedische Ozeanographe uf.,Zentralschweiz
456,Wer isch de Autor vo WikiLeaks?,Zentralschweiz
555,Welles isch die grössti Stadt in Amerika?,Zentralschweiz
173,"List alli Berge uf, wo grösser als de Nanga Parbat sind.",Zentralschweiz
124,Welli Software sind vo in Kalifornie gründete Organisatione entwicklet?,Zentralschweiz
154,Welli Partei regiert in Lissabon?,Zentralschweiz
161,Wer het de Agent Smith in Matrix gspillt?,Zentralschweiz
472,Dur welli Länder  füsst de Yenisei?,Zentralschweiz
294,Wer isch de Brügermeister vo Rotterdam?,Zentralschweiz
333,Vo wem isch dr Vincent van Gogh inspiriert gsy?,Bern
334,Weles Gebäude het nachem Burj Khalifa die meischte Stockwärch?,Bern
339,"Wer spiut aues ih dr spanische Fiume, wo vom Benicio del Toro produziert worde sy, mit?",Bern
347,Wieviu Ihwohner het Melbourne ds Florida?,Bern
349,Zu welere Künschtlerbewegig ghört dr Maler vo de drü Tänzerinne?,Bern
350,Wenn het  die Operation Overlord nöime gstartet?,Bern
352,"Gits äuä es Videospiu, ds Ballte Chess heisst?",Bern
356,Wieviu Chind het dr Benjamin Franklin gha?,Bern
271,Us wellere Region stammt dMelon de Bourgogne?,Zürich
122,Welle Musiker hät die meiste Büecher gschriebe?,Zürich
195,Welli Flughäfe flügt Yeti Airlines ah?,Zürich
139,Wie viel Politiker  händ ah de Columbia University ihre Abschluss gmacht?,Zürich
89,Wie viel Mission hät Soyuz-Programm?,Zürich
336,Wie viel hät Pulp Fiction kostet?,Zürich
66,Wo hät de Architekt vom Eiffelturm studiert?,Zürich
268,Wo hät dHeineken Brauerei ihre Sitze?,Zürich
268,Wo hät dHeineken Brauerei ihre Sitz?,Zürich
182,Tuen alli Fuessballverein us Spanie ufliste.,Zürich
340,Isch de Baikalsee grösser als de Grosse Bärensee?,Zürich
41,List alli Schwiizer NGOs uf.,Zürich
42,Welli Präsidete sind 1945 gebore?,Zürich
44,Wo spiled d Red Sox?,Zürich
45,"List alli Fussballverein uf, wo ide Bundesliga spiled.",Zürich
46,Welli Vulkän sind sit 2000 in Japan usbroche?,Zürich
49,Wie vill Film het de Hal Roach produziert?,Zürich
50,List alli dänische Film uf.,Zürich
51,Was isch die äufigsti Todesursach?,Zürich
52,Wer sind die jüngste MVP Basketballspiler?,Zürich
53,List alli Unternehme in Münche uf.,Zürich
385,Zeig mir d Autobiographie vom Hemingway.,Zentralschweiz
381,Wo in Frankriich wird Sekt hergstellt?,Zentralschweiz
159,Het d Neuuflag vo Battlestar Galactica meh Epsiode als die alt Serie?,Zentralschweiz
255,Wie vill Theorie het de Albert Einstein gha?,Zentralschweiz
2,Welli Persone sind in Herakolin gebore worde?,Zentralschweiz
126,Wie vill Fluglinie ghöred zur Starr Alliance?,Zentralschweiz
120,Welle Dichter het die meiste Büecher gschribe?,Zentralschweiz
163,List alli Bandleader wo Trompete spilled auf.,Zentralschweiz
96,Lisste alli Unternehme wo in der Werbig tätig sind uf.,Zentralschweiz
4,Wer isch de Bürgermeister von New York City?,Zentralschweiz
171,Zu wellem Bundesstaat ghört Fort Knox?,Zürich
172,List alli Städte mitere Iwohnerzahl grösser als 100000 in New Jersey uf.,Zürich
174,List alli B-Siite vode Ramones uf.,Zürich
177,List die siebe Könige vo Rom uf.,Zürich
178,"List alli Mensche uf, wo in Wien gebore und in Berlin gstorbe sind.",Zürich
180,List alli Brauereie in Australie uf.,Zürich
183,Wer hät dFilm produziert wo dNatalie Portmann mitspielt?,Zürich
184,List alli Züchtige vom Deutsche Schäferhund uf.,Zürich
188,Wie heisst die grössti Stadt in Amerika?,Zürich
189,Welle Papst hät Vatican Television erfunde?,Zürich
358,I wellere Britische Stadt isch s Hauptquartier vom MI6?,Zentralschweiz
400,I wellne Länder redet d Mensche Japanisch?,Zentralschweiz
334,Welles Gebüüde het nachem Burj Khalifa die meiste Stockwerk?,Zentralschweiz
281,Wie gross isch d Claudia Schiffer?,Zentralschweiz
388,List alle kanadische Grunge Plattelabel uf.,Zentralschweiz
329,Wer hets Buech die süüle vo de Welt gschribe?,Zentralschweiz
234,was isch s letze Werk vom Dan Brown?,Zentralschweiz
59,Wie vill Ihwohner het Maribor?,Zentralschweiz
332,Het Breaking Bad meh Episode als Game of Thrones?,Zentralschweiz
308,Spielt de Christian Bale in Velvet Goldmine mit?,Zürich
310,Wie viel ethnischi Gruppe lebed in Slowenie?,Zürich
311,Wie heisst dHauptstadt vo Kamerun?,Zürich
313,Wie viel Siite hät Krieg und Friede?,Zürich
318,Isch US-Präsident Jackson imene Krieg verwicklet gsi?,Zürich
319,Wänn isch Titanic fertiggstellt worde?,Zürich
322,Welle Wüsseschaftler isch bekannt fürs Manhattan Projekt und de Nobelpris?,Zürich
325,List alli Episode vode erste Staffle vode HBO-Fersehserie The Sopranos uf.,Zürich
327,Wo isch Syngman Rhee bestattet?,Zürich
331,Wer isch de Doktorvater vom Albert Einstein gsi?,Zürich
482,Zell alli Film mit em tom cruise uf.,Zentralschweiz
115,Welli Flugline ghöred zur SkyTeam-Allianz?,Zentralschweiz
378,Wer isch de ersti gsi wo de Mount Everst bestige het?,Zentralschweiz
7,Welli Flughäfe werdet vo de Air China ahgfloge?,Zentralschweiz
76,Wo isch de JFK ermordet worde?,Zentralschweiz
215,Wie höch isch de Flughafe vo Düsseldorf?,Zentralschweiz
343,Welli Stadt het die ältischti no fahrendi Ubahn?,Zentralschweiz
163,Liste alli Bandleader wo Trumpete spilled uf.,Zentralschweiz
159,Het d Neuuflag vo Battlestar Galactica meh Episode als die alt Serie?,Zentralschweiz
103,Isch de Marc Chagall Jud gsi?,Zentralschweiz
367,Welli Tochtergsellschaft vo de Lufthansa flügt Dormund und Berlin Tegel ah?,Zentralschweiz
315,Welli TV-Serie sind vo Walt Disney entiwcklet worde?,Zentralschweiz
141,Welli Telekommunikationsunternehma kömend fu Belgia?,Graubünden
500,Wänn wird de Film Worst Case Scenario i de Niderland is kino cho?,Zentralschweiz
4,Wär isch de Bürgermeister vo new york city?,Zentralschweiz
528,Wänn isch de Muhammad gstorbe?,Zentralschweiz
486,Wäm ghört de Aldi?,Zentralschweiz
270,Wie heisset chind vo de Margaret Thatcher?,Zentralschweiz
173,mach a lista mit allna berga wo grösser sind als dr nanga parbat.,Graubünden
382,wenn het dr boris becker sini aktiv karriera beendet?,Graubünden
518,wo isch dr abraham lincoln gstorba?,Graubünden
4,wer isch bürgermeister vu new york city?,Graubünden
438,wia heisst dr höchsti ort vu karakoram?,Graubünden
436,wia heisst dr ehema vo amanda palmer?,Graubünden
519,wenn isch jack wolfskin gründet worda?,Graubünden
185,wer isch dr schwersti spieler vu da chicago bulls?,Graubünden
140,wenn sind d darsteller vur fernsehserie charmed gebora?,Graubünden
281,wia gross isch claudia schiffer?,Graubünden
123,I welle Film het de Clint Eastwood Regie gfüehrt und mitgspilt?,Zentralschweiz
262,Isch dr Arnold Schwarzenegger are Universität ihgschriebä gsy?,Bern
263,Isch dr James Bond äuä ghürate?,Bern
265,Welles indische Ungernehme het am meischte Mitarbeiter?,Bern
266,Wer isch vorem John F. Kennedy dr Vizepräsident gsy?,Bern
273,Weli Stadt het die meischte Ihwohner?,Bern
275,Wenn isch dr final vo dr Fuessbauwäutmeischterschaft im 2018?,Bern
276,Bi wellem Fium het dr Standley Kubrick Regie gführt?,Bern
215,Wie höch isch de Flughafe vo Düssledorf?,Zentralschweiz
148,Wie heisst de längsti Fluss?,Zentralschweiz
320,Het de Tesla en Nobelpriis in Physik gwunne?,Zentralschweiz
312,Isch d Natalie Protmann i de USA gebore?,Zentralschweiz
296,Wer isch mitem Präsident Chirac verhüratet?,Zentralschweiz
377,Welles Buech het de Muhammed Ali gschribe?,Zentralschweiz
451,Welli profesionelle Surfer sind in Australie gebore?,Zentralschweiz
70,List alli australische Non-Profit-Organisatione uf.,Zentralschweiz
480,Liste alli Taikonauten uf.,Zentralschweiz
141,Welli Telekommunkationsunternehme sind us Belgie?,Zentralschweiz
443,"Liste alli Schriftsteller uf, wo en Nobelpriis gwunne hend.",Zentralschweiz
367,Welli Tochtergsellschaft vo de Lufthansa flüügt Dortmund und Berlin Tegl ah?,Zentralschweiz
58,Welli Insle ghöred alles zu Japan?,Zentralschweiz
240,I wellem Jahr isch d Rachel Stevens gebore?,Zentralschweiz
98,Wer het de John Lennon tötet?,Zentralschweiz
117,Welli Politiker sind Methodiste?,Zentralschweiz
259,Welli Erlektronikunternehme sind in Peking gründet worde?,Zentralschweiz
259,Welli Erlektronikunternehme sind in Peking gründet worde?,Zentralschweiz
7,Welli Flughäfe werdet vo de Air China ahgfloge?,Zentralschweiz
142,Liste alli Seee in Dänemark uf.,Zentralschweiz
162,Welli griechische Parteie sind proeurpäisch ihgstellt?,Zentralschweiz
282,Uf wellem Platz staht Dütschland gmesse ade Bevölkerigsdichti?,Zürich
286,I wellere Stadt isch de Nikos Kazantzakis gstorbe?,Zürich
291,I wellere Ziitzone isch Rom?,Zürich
292,Wie höch isch de Lüchtturm in Colombo?,Zürich
295,Welli isch die grösst Stadt in Australie?,Zürich
297,Welli Regierigsform isch in Südafrika gründet worde?,Zürich
298,Wie höch isch de Yokohoma Marine Tower?,Zürich
299,Welli Fiirtig werded uf de Welt gfiiret?,Zürich
303,Hät de Kausrismäki jemals de Grand Prix vo Cannes gunne?,Zürich
307,Was isch de Geburtsort vom Frank Sinatra?,Zürich
192,Isch Cola es Getränk?,Zentralschweiz
194,Wer het d Säule vo de Welt gschribe?,Zentralschweiz
199,Wer het Wikipedia entwicklet?,Zentralschweiz
200,Wie heisst de höchsti Berg in Sachse,Zentralschweiz
201,Wer isch momentan Finanziminster in Düütschland?,Zentralschweiz
202,Zu wellem Land ghört Mekka?,Zentralschweiz
203,Wer het de Gus Fring in Breaking Bad gspillt?,Zentralschweiz
207,Wie heisst de Trainer vom IIshockeyteam us Ankara?,Zentralschweiz
209,Wer het de Batman erfunde?,Zentralschweiz
216,Wie vill Ihwohler het Mexiko City?,Zentralschweiz
82,Wie viel Kohlehydrat hät Erdnussbutter?,Zürich
84,Wie viel Agstellti hät Google?,Zürich
85,"List alli Schauspieler uf, wo in Berlin gebore sind.",Zürich
91,Wänn sind dHells Angels gründet worde?,Zürich
92,Wie höch isch sNettoikomme vo Apple?,Zürich
95,Für welli Musicals hät de Leonard Bernsetein dMusig gschriebe?,Zürich
102,List alli Forme vo Essstörig uf.,Zürich
106,Isch dMargaret Thatcher Chemikerin gsi?,Zürich
107,Welli US-Staate lieged i de gliche Ziitzone wie Utah?,Zürich
109,Welles Land hät die meiste offizielle Sprache?,Zürich
83,Wär het am meischte Fiume produziert?,Bern
371,Ih welere Stadt lebt dr Sylvester Stallone?,Bern
272,Wie gross ischd Flächi vu Nordrhy Westpfahle?,Bern
17,Weli Organisationä sy 1950 gründet wordä?,Bern
410,Wie heisst dr höchscht Bärg ds Dütschland?,Bern
479,List aui tschechische Fiume uf.,Bern
462,Wieviu Priisä het dr Bertrand Russel gwunnä?,Bern
391,Wär het d‘Titumelodie vo Game of Thromes gschriibä?,Bern
422,Was sy d‘Spitznäme vo San Francisco?,Bern
489,Wie tüüf isch dr Chiemäsee?,Bern
469,Wiviu James Bond Fiume gits?,Bern
474,Wen isch de Michael Jackson gstorbä?,Bern
474,Wen isch dr Michael Jackson gstorbä?,Bern
475,Wie heisst dr gröscht Vulkan ds Afrika?,Bern
476,Wele Dichter het die meischte Büecher gschriebe?,Bern
111,Wär hät eich dr Chewbacca gspiut?,Bern
113,Weli Programmierspach isch vo Perl beeiflusst wordä?,Bern
118,Weli Büecher het dr Schriftsteuer vo Ds Schicksau isch e miesä Verräter no einisch gschriebä?,Bern
458,Wia viel Johr het Ford ds Modell T hergstellt?,Graubünden
218,Wer isch der erscht König vo England gsi?,Graubünden
495,Lischt alli kritisch gföhrdeta Vögel uf.,Graubünden
19,Wer isch am Bord vo Apollo 14 gsi?,Graubünden
37,Wo isch Hiller Slovak gstorba?,Graubünden
537,Welches Museum stellt der Schrei vo Munch us?,Graubünden
505,Wer het an der  Apollo 11-Mission teilgnoh?,Graubünden
119,Welles isch der högschti Berg?,Graubünden
284,Lischt alli Spiel vo GMT uf.,Graubünden
412,Butch Otter isch der Governeur vo wellem US-Staat?,Graubünden
546,Wer isch dr jüngscht Spieler ih dr Premier League?,Bern
498,List aui chemische Element uf.,
498,List aui chemische Element uf.,Bern
502,Weli Tochterfirma vo TUI Travel bedient Glasgow und Dublin?,Bern
509,Weli Flüss münde id Nordsee?,Bern
511,"Weli töchtere vo britische Grafe sy am gliche Ort gstorbe, wie dert wo si sy gebore?",Bern
512,Wieviu Kaiser het china gha?,Bern
514,Wo fangt Piccadilly ah?,Bern
515,"Wie heisst d Uni, wo am Obama sini Ehefrou studiert het?",Bern
516,Wen het Paraguay sini Unabhängigkeit usgsprochä?,Bern
517,"Wie chly isch dr chlynst, aktiv NBA-Spieler?",Bern
522,Wen isch d Boston Tea Party gsy?,Bern
187,was isch s gröste land vu de welt,Ostschweiz
375,wer isch de bürgermeister vu tel aviv,Ostschweiz
243,durch welli städt flüsst de weser,Ostschweiz
398,i weller stadt hend die vereinte natione ihre sitz?,Ostschweiz
531,bi welem film het d kurosawa regie gführt?,Ostschweiz
271,us welchere region stammend d Melon de Bourgogne?,Ostschweiz
489,wie tüff isch de chiemsee,Ostschweiz
414,welli künstler sind am gliche tag wie d Rachel Stevens gebore?,Ostschweiz
11,"liste d film vum Brad Pitt uf, i dene de Guy Ritchie Regie gführt het",Ostschweiz
86,wer het de Goofy erschaffe?,Ostschweiz
11,"liste d film vum Brad Pitt uf, i dene de Guy Ritchie Regie gführt het",Ostschweiz
86,wer het de Goofy erschaffe?,Ostschweiz
86,wer het de Goofy erschaffe?,Ostschweiz
11,"liste d film vum Brad Pitt uf, i dene de Guy Ritchie Regie gführt het",Ostschweiz
414,welli künstler sind am gliche tag wie d Rachel Stevens gebore?,Ostschweiz
489,wie tüff isch de chiemsee,Ostschweiz
271,us welchere region stammend d Melon de Bourgogne?,Ostschweiz
531,bi welem film het d kurosawa regie gführt?,Ostschweiz
398,i weller stadt hend die vereinte natione ihre sitz?,Ostschweiz
243,durch welli städt flüsst de weser,Ostschweiz
375,wer isch de bürgermeister vu tel aviv,Ostschweiz
187,was isch s gröste land vu de welt,Ostschweiz
