ID;Language;Frage;Set;internal ID
157;de;Liste englische Schauspieler auf, die in Lovesick mitspielen.;test;444
155;de;Wie ist der Spitzname von Baghdad?;test;445
150;de;In welcher Stadt ist der Präsident von Montenegro geboren?;test;446
149;de;Welcher US-Bundesstaat hat die höchste Bevölkerungsdichte?;test;447
25;de;Wie heißt der längste Fluss Chinas?;test;448
143;de;Wie ist die Vorwahl von Berlin?;test;449
140;de;Wie viele Wissenschaftler haben an der Ivy League Universität graduiert?;test;450
139;de;Welche professionellen Surfer sind in Australien geboren?;test;451
137;de;Liste alle niederländischen Parteien auf.;test;452
136;de;Wie viele Monde hat der Mars?;test;453
134;de;Wie ist der wahre Name von Batman?;test;454
132;de;Wofür ist Elon Musk berühmt?;test;455
128;de;Wer ist der Autor von WikiLeaks?;test;456
126;de;Von welchem Bundesstaat war Sean Parnell Gouverneur?;test;457
125;de;Wie viele Jahre wurde der Ford Modell T hergestellt?;test;458
124;de;Wann wurde Carlo Giuliani erschossen?;test;459
123;de;Liste alle ausgestorbenen Tiere auf.;test;460
122;de;Wer war die Ehefrau von Präsident Lincoln?;test;461
111;de;Wie viele Preise hat Bertrand Russell gewonnen?;test;462
117;de;Ist Pamela Anderson Veganerin?;test;463
59;de;Welche Weltraumsonden wurden in den Orbit der Sonne geschickt?;test;464
113;de;Welche deutschen Städte haben mehr als 250000 Einwohner?;test;465
104;de;Mit wem ist die Tochter von Robert Kennedy verheiratet?;test;466
10;de;Wie viele Studenten hat die freie Universität Amsterdam?;test;467
1;de;Welchen Umsatz macht IBM?;test;468
178;de;Wie viele James Bond Filme gibt es?;test;469
129;de;Wer spricht Bart Simpson?;test;470
183;de;Mit wem war Tom Hanks verheiratet?;test;471
181;de;Durch welche Länder fließt der Yenisei?;test;472
7;de;Liste alle Autos auf, die in Deutschland produziert werden.;test;473
135;de;Wann ist Michael Jackson gestorben?;test;474
50;de;Wie heißt der höchste Vulkan in Afrika?;test;475
39;de;Welcher Dichter hat die meisten Bücher geschrieben?;test;476
83;de;Liste alle Gangster aus der Zeit der Prohibition auf.;test;477
71;de;Liste alle Rahmfahrzeuge auf, die zum Mars geflogen sind.;test;478
213;de;Liste alle tschechischen Filme auf.;test;479
209;de;Liste alle Taikonauten auf.;test;480
105;de;Welche Länder haben mehr als 10 Vulkane?;test;481
52;de;Liste alle Filme mit Tom Cruise auf?;test;482
102;de;Wann ist der Erfinder von Dracula gestorben?;test;483
21;de;Wer hat das englische Wikipedia entwickelt?;test;484
34;de;Liste alle deutschen weiblichen Bundeskanzler auf.;test;485
145;de;Wem gehört Aldi?;test;486
154;de;Welche Bücher hat Danielle Steel geschrieben?;test;487
198;de;Wer wurde von Socrates beeinflusst?;test;488
162;de;Wie tief ist der Chiemsee;test;489
212;de;Welche Unternehmen arbeiten sowohl in der Luft- und Raumfahrtindustrie als auch in der Medizin?;test;490
96;de;Welche professionellen Surfer sind auf den Philippinen geboren?;test;491
40;de;Wer waren die Eltern von Queen Victoria?;test;492
79;de;Gibt es irgendwelche Schlösser in den Vereinigten Staaten?;test;493
141;de;Welche Sprachen werden in Estland gesprochen?;test;494
80;de;Liste alle kritisch gefährdeten Vögel auf.;test;495
159;de;Welche Länder sind durch den Rhein verbunden?;test;496
107;de;Wer war der Vater von Queen Elizabeth II?;test;497
163;de;Liste alle chemischen Elemente auf.;test;498
211;de;Liste alle amerikanischen Präsidenten der letzten 20 Jahre auf.;test;499
51;de;Wann wird der Film Worst Case Scenario in den Niederlanden ins Kino kommen?;test;500
144;de;Wen hat Lance Bass geheiratet?;test;501
167;de;Welche Tochtergesellschaft von TUI Travel bedient Glasgow und Dublin?;test;502
131;de;Welche Sprachen werden in Pakistan gesprochen?;test;503
120;de;Mit wem ist die Tochter von Bill Clinton verheiratet?;test;504
164;de;Wer hat an der Apollo 11-Mission teilgenommen?;test;505
88;de;Welche Wellenlänge hat Indigo?;test;506
151;de;Liste mir alle B-Seiten der Ramones auf.;test;507
63;de;Wer wurde Scarface genannt?;test;508
27;de;Welche Flüsse münden in die Nordsee?;test;509
156;de;Wo liegt Fort Knox?;test;510
207;de;Welche Töchter Britischer Grafen starben am gleichen Ort, an dem sie geboren wurden?;test;511
24;de;Wie viele Kaiser hatte China?;test;512
133;de;Wie heißen die Teenage Mutant Ninja Turtles?;test;513
103;de;Wo fängt Piccadilly an?;test;514
165;de;Wie heißt die Universität, in der Obamas Ehefrau studiert hat?;test;515
108;de;Wann hat Paraguay seine Unabhängigkeit erklärt?;test;516
15;de;Wie klein ist der kleinste, aktive NBA-Spieler?;test;517
45;de;Wo starb Abraham Lincoln?;test;518
82;de;Wann wurde Jack Wolfskin gegründet?;test;519
9;de;In welcher Stadt hat Air China ihren Unternehmenssitz?;test;520
201;de;Wann wurde die Brauerei, die Pilner Urquell braut, gegründet?;test;521
171;de;Wann war die Boston Tea Party?;test;522
182;de;Welche Tiere sind stark gefährdet?;test;523
13;de;Welche Politiker waren mit einem Deutschen verheiratet?;test;524
114;de;Wie groß ist der Durchmesser der Erde?;test;525
92;de;Heißt die Ehefrau von Präsident Obama Michelle?;test;526
194;de;Welcher US-Bundesstaat hat die Abkürzung MN?;test;527
175;de;Wann starb Muhammad?;test;528
26;de;Woraus besteht die Atmosphäre vom Mond?;test;529
60;de;Wer ist der Gouverneur von Texas?;test;530
110;de;Bei welchen Filmen hat Kurosawa Regie geführt?;test;531
206;de;Wie hieß die berühmte Schlacht 1836 in San Antonia?;test;532
97;de;Zeige mir die offiziellen Internetzeiten der Schauspieler, die bei Charmed mitgespielt haben.;test;533
20;de;Wie viele Kalorien hat ein Baguette?;test;534
169;de;Liste alle Bibliotheken auf, die von 1400 gegründet wurden.;test;535
38;de;Liste alle friesischen Inseln auf, die zu den Niederlanden gehören.;test;536
192;de;Welches Museum stellt Der Schrei von Munch aus?;test;537
78;de;Wann wurde De Beers gegründet?;test;538
19;de;Wer wurde Präsident, nachdem JFK starb?;test;539
190;de;Wer sind die Eltern der Ehefrau von Juan Carlos I?;test;540
174;de;Wer ist der Autor von Das Lied von Feuer und Eis?;test;541
189;de;In welchem Studio haben die Beatles ihr erstes Album aufgenommen?;test;542
152;de;Welche Brauereien gibt es in Nordrhein Westphalen?;test;543
94;de;Wann ist Prinzessin Diana gestorben?;test;544
8;de;Wer hat Intel gegründet?;test;545
95;de;Wer ist der jüngste Spieler in der Permier League?;test;546
119;de;Welche Instrumente spielt Cat Stevens?;test;547
115;de;Wie viele Flüsse und Seen gibt es in South Carolina?;test;548
116;de;Wen hat man Rodzilla genannt?;test;549
138;de;Liste die Hauptstädte aller Länder in Afrika auf.;test;550
177;de;Welche Brücken sind vom gleichen Typ wie die Manhattan Brücke?;test;551
101;de;Wie viele Unternehmen hat der Günder von Facebook gegründet?;test;552
14;de;Zeige mir Wanderrouten im Grand Canyon, für die nicht die Gefahr von Sturzflut besteht.;test;553
87;de;Welches Buch hat die meisten Seiten?;test;554
148;de;Welche ist die größte Stadt der USA?;test;555
43;de;Liste die Internetseiten von Unternehmen mit mehr als 500000 Mitarbeitern auf.;test;556
179;de;Wie hieße die drei Schiffe von Kolumbus?;test;557
